customer_id,Segment,Action,Coupon,Priority,Est_ROI
C041098,Standard,No Action,None,Low,Low
C041099,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041100,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041101,Standard,No Action,None,Low,Low
C041102,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041103,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041104,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041105,Standard,No Action,None,Low,Low
C041106,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041107,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041108,Standard,No Action,None,Low,Low
C041109,Standard,No Action,None,Low,Low
C041110,Standard,No Action,None,Low,Low
C041111,Standard,No Action,None,Low,Low
C041112,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C041113,Standard,No Action,None,Low,Low
C041114,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041115,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041116,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041117,Standard,No Action,None,Low,Low
C041118,Standard,No Action,None,Low,Low
C041119,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041120,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041121,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041122,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041123,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041124,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041125,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041126,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041127,Standard,No Action,None,Low,Low
C041128,Standard,No Action,None,Low,Low
C041129,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041130,Standard,No Action,None,Low,Low
C041131,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041132,Standard,No Action,None,Low,Low
C041133,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041134,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041135,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041136,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041137,Standard,No Action,None,Low,Low
C041138,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041139,Standard,No Action,None,Low,Low
C041140,Standard,No Action,None,Low,Low
C041141,Standard,No Action,None,Low,Low
C041143,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041144,Standard,No Action,None,Low,Low
C041145,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041146,Standard,No Action,None,Low,Low
C041147,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041148,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041149,Standard,No Action,None,Low,Low
C041150,Standard,No Action,None,Low,Low
C041151,Standard,No Action,None,Low,Low
C041152,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041153,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041154,Standard,No Action,None,Low,Low
C041155,Standard,No Action,None,Low,Low
C041156,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041157,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041158,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041159,Standard,No Action,None,Low,Low
C041160,Standard,No Action,None,Low,Low
C041161,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041162,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041163,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041164,Standard,No Action,None,Low,Low
C041165,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041166,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041167,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041168,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041169,Standard,No Action,None,Low,Low
C041170,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041171,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041172,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041173,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041174,Standard,No Action,None,Low,Low
C041175,Standard,No Action,None,Low,Low
C041176,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041177,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041178,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041179,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041180,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041181,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041182,Standard,No Action,None,Low,Low
C041183,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041184,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041185,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041186,Standard,No Action,None,Low,Low
C041188,Standard,No Action,None,Low,Low
C041189,Standard,No Action,None,Low,Low
C041190,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041191,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041192,Standard,No Action,None,Low,Low
C041193,Standard,No Action,None,Low,Low
C041194,Standard,No Action,None,Low,Low
C041195,Standard,No Action,None,Low,Low
C041196,Standard,No Action,None,Low,Low
C041197,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041198,Standard,No Action,None,Low,Low
C041199,Standard,No Action,None,Low,Low
C041200,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041201,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041202,Standard,No Action,None,Low,Low
C041203,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041204,Standard,No Action,None,Low,Low
C041205,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041206,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041207,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041208,Standard,No Action,None,Low,Low
C041209,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041210,Standard,No Action,None,Low,Low
C041211,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041212,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041213,Standard,No Action,None,Low,Low
C041214,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041215,Standard,No Action,None,Low,Low
C041216,Standard,No Action,None,Low,Low
C041217,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041218,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041219,Standard,No Action,None,Low,Low
C041220,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041221,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041222,Standard,No Action,None,Low,Low
C041223,Standard,No Action,None,Low,Low
C041224,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041225,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041226,Standard,No Action,None,Low,Low
C041227,Standard,No Action,None,Low,Low
C041228,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041229,Standard,No Action,None,Low,Low
C041230,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041231,Standard,No Action,None,Low,Low
C041232,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041233,Standard,No Action,None,Low,Low
C041234,Standard,No Action,None,Low,Low
C041235,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041236,Standard,No Action,None,Low,Low
C041237,Standard,No Action,None,Low,Low
C041238,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041239,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041240,Standard,No Action,None,Low,Low
C041241,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041243,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041244,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041246,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041247,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041248,Standard,No Action,None,Low,Low
C041249,Standard,No Action,None,Low,Low
C041250,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041252,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041253,Standard,No Action,None,Low,Low
C041254,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041255,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041256,Standard,No Action,None,Low,Low
C041257,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041258,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041259,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041260,Standard,No Action,None,Low,Low
C041261,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041262,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041263,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041264,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041265,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041266,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041267,Standard,No Action,None,Low,Low
C041268,Standard,No Action,None,Low,Low
C041269,Standard,No Action,None,Low,Low
C041270,Standard,No Action,None,Low,Low
C041271,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041272,Standard,No Action,None,Low,Low
C041273,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041274,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041275,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041276,Standard,No Action,None,Low,Low
C041277,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041278,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041279,Standard,No Action,None,Low,Low
C041280,Standard,No Action,None,Low,Low
C041282,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041283,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041284,Standard,No Action,None,Low,Low
C041285,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041286,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041287,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041288,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C041290,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041291,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041292,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041293,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041294,Standard,No Action,None,Low,Low
C041295,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041296,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041297,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041298,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041300,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041301,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041302,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041303,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041304,Standard,No Action,None,Low,Low
C041305,Standard,No Action,None,Low,Low
C041306,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041307,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041308,Standard,No Action,None,Low,Low
C041309,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041310,Standard,No Action,None,Low,Low
C041311,Standard,No Action,None,Low,Low
C041312,Standard,No Action,None,Low,Low
C041313,Standard,No Action,None,Low,Low
C041314,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041315,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C041316,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041317,Standard,No Action,None,Low,Low
C041318,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041319,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041320,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041321,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041322,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041323,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041324,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041325,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041326,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041327,Standard,No Action,None,Low,Low
C041328,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041329,Standard,No Action,None,Low,Low
C041330,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041331,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041332,Standard,No Action,None,Low,Low
C041333,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041334,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041335,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041336,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041338,Standard,No Action,None,Low,Low
C041339,Standard,No Action,None,Low,Low
C041340,Standard,No Action,None,Low,Low
C041341,Standard,No Action,None,Low,Low
C041342,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041343,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041344,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041345,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041346,Standard,No Action,None,Low,Low
C041347,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041348,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041349,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041350,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041351,Standard,No Action,None,Low,Low
C041352,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041353,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041354,At Risk,Win-back 20% Discount,COMEBACK20,Critical,High
C041355,Standard,No Action,None,Low,Low
C041356,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041357,Standard,No Action,None,Low,Low
C041358,Standard,No Action,None,Low,Low
C041359,Standard,No Action,None,Low,Low
C041360,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041361,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041362,Standard,No Action,None,Low,Low
C041363,Standard,No Action,None,Low,Low
C041364,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041365,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041366,Standard,No Action,None,Low,Low
C041367,Standard,No Action,None,Low,Low
C041368,Standard,No Action,None,Low,Low
C041369,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041370,Standard,No Action,None,Low,Low
C041371,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041372,Standard,No Action,None,Low,Low
C041373,Standard,No Action,None,Low,Low
C041375,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041376,Standard,No Action,None,Low,Low
C041377,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041379,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041380,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041381,Standard,No Action,None,Low,Low
C041382,Standard,No Action,None,Low,Low
C041383,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041384,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041385,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041386,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041387,Standard,No Action,None,Low,Low
C041388,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041389,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041390,Standard,No Action,None,Low,Low
C041391,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041392,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041393,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041394,Standard,No Action,None,Low,Low
C041395,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041396,Standard,No Action,None,Low,Low
C041398,Standard,No Action,None,Low,Low
C041399,Standard,No Action,None,Low,Low
C041400,Standard,No Action,None,Low,Low
C041401,Standard,No Action,None,Low,Low
C041402,Standard,No Action,None,Low,Low
C041403,Standard,No Action,None,Low,Low
C041404,Standard,No Action,None,Low,Low
C041405,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041407,Standard,No Action,None,Low,Low
C041408,Standard,No Action,None,Low,Low
C041409,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041410,Standard,No Action,None,Low,Low
C041411,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041412,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041413,Standard,No Action,None,Low,Low
C041414,Standard,No Action,None,Low,Low
C041415,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041416,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041417,Standard,No Action,None,Low,Low
C041418,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041419,Standard,No Action,None,Low,Low
C041420,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041421,Standard,No Action,None,Low,Low
C041422,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041423,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041424,Standard,No Action,None,Low,Low
C041425,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041426,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041427,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041428,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041429,Standard,No Action,None,Low,Low
C041430,Standard,No Action,None,Low,Low
C041431,Standard,No Action,None,Low,Low
C041432,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041433,Standard,No Action,None,Low,Low
C041434,Standard,No Action,None,Low,Low
C041435,Standard,No Action,None,Low,Low
C041436,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041437,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041438,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041439,Standard,No Action,None,Low,Low
C041440,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041441,Standard,No Action,None,Low,Low
C041442,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041443,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041444,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041445,Standard,No Action,None,Low,Low
C041446,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041447,Standard,No Action,None,Low,Low
C041448,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041449,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041450,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041451,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041452,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041453,Standard,No Action,None,Low,Low
C041454,Standard,No Action,None,Low,Low
C041455,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041456,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041457,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041458,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041459,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041460,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041461,Standard,No Action,None,Low,Low
C041462,Standard,No Action,None,Low,Low
C041463,Standard,No Action,None,Low,Low
C041464,Standard,No Action,None,Low,Low
C041465,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041466,Standard,No Action,None,Low,Low
C041467,Standard,No Action,None,Low,Low
C041468,Standard,No Action,None,Low,Low
C041469,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041470,Standard,No Action,None,Low,Low
C041471,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041472,Standard,No Action,None,Low,Low
C041473,Standard,No Action,None,Low,Low
C041474,Standard,No Action,None,Low,Low
C041475,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041476,Standard,No Action,None,Low,Low
C041477,Standard,No Action,None,Low,Low
C041478,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041479,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041480,Standard,No Action,None,Low,Low
C041481,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041482,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041483,Standard,No Action,None,Low,Low
C041486,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041487,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041488,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041489,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041490,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041491,Standard,No Action,None,Low,Low
C041492,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041493,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041494,Standard,No Action,None,Low,Low
C041495,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041496,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041497,Standard,No Action,None,Low,Low
C041498,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041499,Standard,No Action,None,Low,Low
C041500,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041501,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041502,Standard,No Action,None,Low,Low
C041503,Standard,No Action,None,Low,Low
C041504,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041505,Standard,No Action,None,Low,Low
C041506,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041507,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041508,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041509,Standard,No Action,None,Low,Low
C041510,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041511,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041512,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041513,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041514,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041515,Standard,No Action,None,Low,Low
C041516,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041517,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041518,Standard,No Action,None,Low,Low
C041519,Standard,No Action,None,Low,Low
C041520,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041521,Standard,No Action,None,Low,Low
C041522,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041523,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041524,Standard,No Action,None,Low,Low
C041525,Standard,No Action,None,Low,Low
C041526,Standard,No Action,None,Low,Low
C041528,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041529,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041530,Standard,No Action,None,Low,Low
C041531,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041532,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041533,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041534,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041535,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041536,Standard,No Action,None,Low,Low
C041537,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041538,Standard,No Action,None,Low,Low
C041539,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041540,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041541,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041542,Standard,No Action,None,Low,Low
C041543,Standard,No Action,None,Low,Low
C041544,Standard,No Action,None,Low,Low
C041545,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041546,Standard,No Action,None,Low,Low
C041547,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041548,Standard,No Action,None,Low,Low
C041549,Standard,No Action,None,Low,Low
C041551,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041552,Standard,No Action,None,Low,Low
C041553,Standard,No Action,None,Low,Low
C041554,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041555,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041556,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041557,Standard,No Action,None,Low,Low
C041558,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041559,Standard,No Action,None,Low,Low
C041560,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041561,Standard,No Action,None,Low,Low
C041562,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041563,Standard,No Action,None,Low,Low
C041564,Standard,No Action,None,Low,Low
C041565,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041566,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041567,Standard,No Action,None,Low,Low
C041568,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041569,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041570,Standard,No Action,None,Low,Low
C041571,Standard,No Action,None,Low,Low
C041572,Standard,No Action,None,Low,Low
C041573,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041574,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041575,Standard,No Action,None,Low,Low
C041576,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041577,Standard,No Action,None,Low,Low
C041578,Standard,No Action,None,Low,Low
C041579,Standard,No Action,None,Low,Low
C041580,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041581,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041582,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041583,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041584,Standard,No Action,None,Low,Low
C041585,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041586,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041587,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041588,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041589,Standard,No Action,None,Low,Low
C041590,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041591,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041592,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041593,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041594,Standard,No Action,None,Low,Low
C041595,Standard,No Action,None,Low,Low
C041596,Loyal Customers,Free Shipping Voucher,SHIPFREE,High,High
C041597,Standard,No Action,None,Low,Low
C041598,At Risk,Standard 10% Coupon,MISSYOU10,Medium,Low
C041599,Standard,No Action,None,Low,Low
