customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C045306,24,3,51946.47,3,2,3,323,Standard
C045307,194,1,19339.84,1,1,1,111,At Risk
C045308,3,3,47884.090000000004,5,2,3,523,Loyal Customers
C045309,10,3,56409.65,4,2,3,423,Loyal Customers
C045310,80,4,16700.88,1,3,1,131,At Risk
C045311,13,2,29539.760000000002,4,1,2,412,Loyal Customers
C045312,51,3,15158.27,2,2,1,221,Standard
C045314,51,2,18593.29,2,1,1,211,Standard
C045316,114,2,5242.67,1,1,1,111,At Risk
C045317,23,3,25166.84,3,2,2,322,Standard
C045318,12,3,20262.91,4,2,1,421,Loyal Customers
C045319,51,5,24576.81,2,3,2,232,Standard
C045320,25,3,25584.62,3,2,2,322,Standard
C045321,2,2,204693.85,5,1,5,515,Loyal Customers
C045322,221,1,7346.400000000001,1,1,1,111,At Risk
C045323,17,2,38146.97,4,1,2,412,Loyal Customers
C045324,117,1,20546.75,1,1,1,111,At Risk
C045325,13,1,34146.94,4,1,2,412,Loyal Customers
C045327,202,1,18703.99,1,1,1,111,At Risk
C045328,6,2,45506.61,5,1,2,512,Loyal Customers
C045329,80,4,49759.41,1,3,3,133,At Risk
C045330,18,2,12601.68,4,1,1,411,Loyal Customers
C045331,20,2,7201.94,3,1,1,311,Standard
C045332,1,5,56358.38,5,3,3,533,Loyal Customers
C045333,2,1,9475.15,5,1,1,511,Loyal Customers
C045334,56,3,87029.91,2,2,4,224,Standard
C045335,13,2,101081.88,4,1,4,414,Loyal Customers
C045336,26,3,56101.810000000005,3,2,3,323,Standard
C045337,12,4,24094.67,4,3,2,432,Loyal Customers
C045338,55,3,11799.4,2,2,1,221,Standard
C045339,3,2,2278.51,5,1,1,511,Loyal Customers
C045340,28,6,123103.19,2,4,5,245,Standard
C045341,28,3,80332.96,2,2,4,224,Standard
C045342,18,3,15705.16,4,2,1,421,Loyal Customers
C045343,13,2,26803.23,4,1,2,412,Loyal Customers
C045345,250,1,854.16,1,1,1,111,At Risk
C045346,25,3,45846.7,3,2,2,322,Standard
C045347,9,4,52020.43,5,3,3,533,Loyal Customers
C045348,20,2,43952.78,3,1,2,312,Standard
C045349,50,2,40568.62,2,1,2,212,Standard
C045351,20,4,80713.17000000001,3,3,4,334,Standard
C045352,3,4,81873.25,5,3,4,534,Loyal Customers
C045353,1,4,65111.01,5,3,3,533,Loyal Customers
C045354,23,2,4758.650000000001,3,1,1,311,Standard
C045355,61,2,562.45,1,1,1,111,At Risk
C045356,21,3,47079.62,3,2,3,323,Standard
C045357,72,2,49281.31,1,1,3,113,At Risk
C045358,11,3,32354.57,4,2,2,422,Loyal Customers
C045359,14,4,47782.66,4,3,3,433,Loyal Customers
C045360,31,1,25997.17,2,1,2,212,Standard
C045361,113,3,11286.07,1,2,1,121,At Risk
C045362,12,2,56778.17999999999,4,1,3,413,Loyal Customers
C045363,165,2,41180.59,1,1,2,112,At Risk
C045364,88,1,9046.82,1,1,1,111,At Risk
C045365,95,2,19452.52,1,1,1,111,At Risk
C045366,22,2,34990.78,3,1,2,312,Standard
C045367,40,2,7213.5,2,1,1,211,Standard
C045368,30,2,16096.16,2,1,1,211,Standard
C045369,69,2,9075.01,1,1,1,111,At Risk
C045370,28,1,5543.03,2,1,1,211,Standard
C045371,56,4,102324.82,2,3,4,234,Standard
C045372,14,5,123296.50000000001,4,3,5,435,Loyal Customers
C045373,13,1,730.93,4,1,1,411,Loyal Customers
C045374,80,4,97369.11,1,3,4,134,At Risk
C045375,39,2,134863.54,2,1,5,215,Standard
C045376,2,1,88.63,5,1,1,511,Loyal Customers
C045377,19,3,74014.73000000001,3,2,3,323,Standard
C045378,20,5,82225.73,3,3,4,334,Standard
C045379,51,3,20020.489999999998,2,2,1,221,Standard
C045380,4,4,115183.25000000001,5,3,4,534,Loyal Customers
C045381,11,3,13159.439999999999,4,2,1,421,Loyal Customers
C045382,15,4,58535.270000000004,4,3,3,433,Loyal Customers
C045383,105,3,41578.56,1,2,2,122,At Risk
C045384,38,3,25834.93,2,2,2,222,Standard
C045385,3,2,22901.489999999998,5,1,2,512,Loyal Customers
C045386,7,2,17403.78,5,1,1,511,Loyal Customers
C045387,65,4,50201.86,1,3,3,133,At Risk
C045388,54,3,42954.96,2,2,2,222,Standard
C045389,94,1,19792.84,1,1,1,111,At Risk
C045390,8,7,123095.69,5,4,5,545,Loyal Customers
C045391,26,1,94484.27,3,1,4,314,Standard
C045392,83,1,419.07,1,1,1,111,At Risk
C045393,39,5,82673.12,2,3,4,234,Standard
C045394,22,1,6369.0,3,1,1,311,Standard
C045395,18,4,25342.1,4,3,2,432,Loyal Customers
C045396,1,3,30287.36,5,2,2,522,Loyal Customers
C045397,6,2,15059.48,5,1,1,511,Loyal Customers
C045398,20,2,28575.74,3,1,2,312,Standard
C045399,18,1,86009.2,4,1,4,414,Loyal Customers
C045400,10,3,76392.94,4,2,4,424,Loyal Customers
C045401,31,5,115110.52,2,3,4,234,Standard
C045402,20,5,55177.81,3,3,3,333,Standard
C045403,20,3,40485.33,3,2,2,322,Standard
C045404,2,2,53559.72,5,1,3,513,Loyal Customers
C045405,18,2,11903.68,4,1,1,411,Loyal Customers
C045406,109,2,41783.0,1,1,2,112,At Risk
C045407,6,3,24557.83,5,2,2,522,Loyal Customers
C045408,20,5,84386.41,3,3,4,334,Standard
C045409,38,2,22448.1,2,1,2,212,Standard
C045410,2,2,16211.02,5,1,1,511,Loyal Customers
C045411,20,4,84574.54,3,3,4,334,Standard
C045412,16,4,29667.97,4,3,2,432,Loyal Customers
C045413,11,3,58847.25,4,2,3,423,Loyal Customers
C045414,62,2,24719.64,1,1,2,112,At Risk
C045415,14,2,6019.97,4,1,1,411,Loyal Customers
C045416,24,4,36408.41,3,3,2,332,Standard
C045417,6,3,70466.86,5,2,3,523,Loyal Customers
C045418,27,4,41197.64,2,3,2,232,Standard
C045420,20,4,104727.48,3,3,4,334,Standard
C045421,7,3,23227.47,5,2,2,522,Loyal Customers
C045422,48,5,50857.03,2,3,3,233,Standard
C045423,20,4,10997.66,3,3,1,331,Standard
C045424,40,3,32078.989999999998,2,2,2,222,Standard
C045425,15,2,18496.53,4,1,1,411,Loyal Customers
C045426,75,3,31962.63,1,2,2,122,At Risk
C045427,169,1,4070.42,1,1,1,111,At Risk
C045428,11,4,80466.42,4,3,4,434,Loyal Customers
C045429,18,3,12031.14,4,2,1,421,Loyal Customers
C045430,20,6,115920.56999999999,3,4,5,345,Standard
C045431,13,3,39295.33,4,2,2,422,Loyal Customers
C045432,30,4,99671.06,2,3,4,234,Standard
C045433,34,1,10205.16,2,1,1,211,Standard
C045434,221,1,242.04,1,1,1,111,At Risk
C045435,13,2,46131.01,4,1,2,412,Loyal Customers
C045436,172,1,37044.98,1,1,2,112,At Risk
C045437,7,3,38197.24,5,2,2,522,Loyal Customers
C045438,11,1,14292.83,4,1,1,411,Loyal Customers
C045439,63,3,38159.0,1,2,2,122,At Risk
C045440,30,2,26118.129999999997,2,1,2,212,Standard
C045441,21,4,79568.52,3,3,4,334,Standard
C045442,34,4,82466.29000000001,2,3,4,234,Standard
C045443,51,8,129923.91,2,5,5,255,Standard
C045444,138,2,17207.81,1,1,1,111,At Risk
C045445,31,2,10273.130000000001,2,1,1,211,Standard
C045446,48,2,8623.35,2,1,1,211,Standard
C045447,17,4,14688.14,4,3,1,431,Loyal Customers
C045448,40,6,81331.1,2,4,4,244,Standard
C045449,38,2,13357.25,2,1,1,211,Standard
C045451,7,2,31055.98,5,1,2,512,Loyal Customers
C045452,7,4,32725.06,5,3,2,532,Loyal Customers
C045453,2,4,43827.11,5,3,2,532,Loyal Customers
C045454,120,1,12734.47,1,1,1,111,At Risk
C045455,25,2,5662.58,3,1,1,311,Standard
C045457,24,5,38563.31,3,3,2,332,Standard
C045458,16,5,38418.26,4,3,2,432,Loyal Customers
C045460,127,1,3241.05,1,1,1,111,At Risk
C045461,27,2,122331.04,2,1,5,215,Standard
C045462,20,2,34320.5,3,1,2,312,Standard
C045463,5,2,28072.58,5,1,2,512,Loyal Customers
C045464,45,4,53460.16,2,3,3,233,Standard
C045465,17,2,15639.85,4,1,1,411,Loyal Customers
C045466,24,3,45774.87,3,2,2,322,Standard
C045467,51,3,34327.42,2,2,2,222,Standard
C045468,47,5,218081.94,2,3,5,235,Standard
C045469,9,4,140305.5,5,3,5,535,Loyal Customers
C045470,126,1,291.81,1,1,1,111,At Risk
C045471,1,1,1187.1,5,1,1,511,Loyal Customers
C045472,1,3,49761.15,5,2,3,523,Loyal Customers
C045473,53,4,26504.38,2,3,2,232,Standard
C045474,20,3,16327.609999999997,3,2,1,321,Standard
C045475,15,1,5814.67,4,1,1,411,Loyal Customers
C045476,20,3,14655.24,3,2,1,321,Standard
C045477,26,6,65639.77,3,4,3,343,Standard
C045478,28,2,39750.65,2,1,2,212,Standard
C045479,12,3,79418.74,4,2,4,424,Loyal Customers
C045480,61,2,64740.39,1,1,3,113,At Risk
C045481,20,1,9916.26,3,1,1,311,Standard
C045482,20,4,37516.06,3,3,2,332,Standard
C045483,26,2,22548.48,3,1,2,312,Standard
C045484,23,3,62773.350000000006,3,2,3,323,Standard
C045485,231,1,35948.25,1,1,2,112,At Risk
C045486,10,3,80055.6,4,2,4,424,Loyal Customers
C045487,19,7,113253.41,3,4,4,344,Standard
C045488,44,3,34558.41,2,2,2,222,Standard
C045489,20,4,39974.28,3,3,2,332,Standard
C045490,9,4,53333.369999999995,5,3,3,533,Loyal Customers
C045491,28,2,48963.189999999995,2,1,3,213,Standard
C045492,19,5,97900.73999999999,3,3,4,334,Standard
C045493,27,3,89738.13999999998,2,2,4,224,Standard
C045494,20,3,43029.94,3,2,2,322,Standard
C045495,12,4,42776.72,4,3,2,432,Loyal Customers
C045496,36,3,30973.760000000002,2,2,2,222,Standard
C045497,30,2,78893.64,2,1,4,214,Standard
C045498,33,2,26774.699999999997,2,1,2,212,Standard
C045499,28,4,14230.789999999999,2,3,1,231,Standard
C045500,178,2,9171.1,1,1,1,111,At Risk
C045501,69,2,351.18,1,1,1,111,At Risk
C045502,18,2,7696.15,4,1,1,411,Loyal Customers
C045503,114,2,47921.68,1,1,3,113,At Risk
C045504,90,3,87682.89,1,2,4,124,At Risk
C045505,14,4,72083.56999999999,4,3,3,433,Loyal Customers
C045506,16,5,45033.369999999995,4,3,2,432,Loyal Customers
C045507,17,4,36388.19,4,3,2,432,Loyal Customers
C045508,30,3,47543.520000000004,2,2,3,223,Standard
C045509,3,2,12894.59,5,1,1,511,Loyal Customers
C045510,10,4,39398.020000000004,4,3,2,432,Loyal Customers
C045511,2,6,92120.7,5,4,4,544,Loyal Customers
C045512,15,2,52685.5,4,1,3,413,Loyal Customers
C045513,50,4,51576.99,2,3,3,233,Standard
C045514,213,1,334.96,1,1,1,111,At Risk
C045515,20,2,10211.970000000001,3,1,1,311,Standard
C045516,106,3,17773.22,1,2,1,121,At Risk
C045517,1,3,16339.99,5,2,1,521,Loyal Customers
C045519,7,4,67975.88,5,3,3,533,Loyal Customers
C045520,20,2,98463.51,3,1,4,314,Standard
C045521,30,6,59712.990000000005,2,4,3,243,Standard
C045522,9,2,5708.65,5,1,1,511,Loyal Customers
C045523,29,2,28700.06,2,1,2,212,Standard
C045524,115,1,31252.47,1,1,2,112,At Risk
C045525,37,2,21517.37,2,1,1,211,Standard
C045526,133,3,28381.62,1,2,2,122,At Risk
C045527,20,4,38575.89,3,3,2,332,Standard
C045528,15,4,30393.510000000002,4,3,2,432,Loyal Customers
C045529,26,4,78819.4,3,3,4,334,Standard
C045530,20,4,140773.08,3,3,5,335,Standard
C045531,17,2,24362.54,4,1,2,412,Loyal Customers
C045533,16,4,43424.060000000005,4,3,2,432,Loyal Customers
C045534,20,5,45977.19,3,3,2,332,Standard
C045535,4,4,20449.510000000002,5,3,1,531,Loyal Customers
C045536,20,2,15817.79,3,1,1,311,Standard
C045537,13,3,32284.34,4,2,2,422,Loyal Customers
C045538,24,2,26886.95,3,1,2,312,Standard
C045539,16,4,28624.42,4,3,2,432,Loyal Customers
C045540,3,2,2449.3599999999997,5,1,1,511,Loyal Customers
C045541,51,2,9215.5,2,1,1,211,Standard
C045542,175,1,214.06,1,1,1,111,At Risk
C045543,14,2,101747.74,4,1,4,414,Loyal Customers
C045544,121,3,73781.35,1,2,3,123,At Risk
C045545,102,2,52938.97,1,1,3,113,At Risk
C045546,31,4,39974.479999999996,2,3,2,232,Standard
C045547,46,3,26046.95,2,2,2,222,Standard
C045548,13,2,14021.15,4,1,1,411,Loyal Customers
C045549,40,1,24262.79,2,1,2,212,Standard
C045550,17,2,59698.34,4,1,3,413,Loyal Customers
C045551,7,3,51010.479999999996,5,2,3,523,Loyal Customers
C045552,260,1,9695.88,1,1,1,111,At Risk
C045553,2,3,59924.09,5,2,3,523,Loyal Customers
C045554,6,4,32900.53,5,3,2,532,Loyal Customers
C045555,31,4,48186.21,2,3,3,233,Standard
C045556,5,3,9058.89,5,2,1,521,Loyal Customers
C045557,20,2,13521.78,3,1,1,311,Standard
C045558,19,5,26307.87,3,3,2,332,Standard
C045560,42,3,30492.48,2,2,2,222,Standard
C045561,31,3,70242.04000000001,2,2,3,223,Standard
C045562,20,5,79237.56,3,3,4,334,Standard
C045563,165,1,24723.46,1,1,2,112,At Risk
C045564,30,4,30319.81,2,3,2,232,Standard
C045565,27,3,28727.11,2,2,2,222,Standard
C045566,1,2,30208.969999999998,5,1,2,512,Loyal Customers
C045567,20,3,53984.880000000005,3,2,3,323,Standard
C045568,14,3,14946.01,4,2,1,421,Loyal Customers
C045569,23,5,66529.62999999999,3,3,3,333,Standard
C045570,29,2,14026.980000000001,2,1,1,211,Standard
C045571,20,3,19753.519999999997,3,2,1,321,Standard
C045572,112,3,42132.259999999995,1,2,2,122,At Risk
C045573,8,6,76501.61,5,4,4,544,Loyal Customers
C045574,21,4,18045.649999999998,3,3,1,331,Standard
C045575,20,2,55500.53,3,1,3,313,Standard
C045576,6,3,34135.42,5,2,2,522,Loyal Customers
C045577,11,4,37292.07,4,3,2,432,Loyal Customers
C045578,29,2,26426.97,2,1,2,212,Standard
C045579,40,3,19417.53,2,2,1,221,Standard
C045580,58,2,32571.79,2,1,2,212,Standard
C045581,101,1,14277.29,1,1,1,111,At Risk
C045582,3,2,1017.99,5,1,1,511,Loyal Customers
C045583,30,4,63074.42,2,3,3,233,Standard
C045584,6,4,45627.19,5,3,2,532,Loyal Customers
C045585,20,3,6782.18,3,2,1,321,Standard
C045586,7,2,49962.909999999996,5,1,3,513,Loyal Customers
C045587,17,1,3218.23,4,1,1,411,Loyal Customers
C045588,8,4,23933.02,5,3,2,532,Loyal Customers
C045589,158,2,7712.29,1,1,1,111,At Risk
C045590,28,6,82255.85,2,4,4,244,Standard
C045592,16,3,9741.36,4,2,1,421,Loyal Customers
C045593,108,1,5533.17,1,1,1,111,At Risk
C045594,18,5,131834.98,4,3,5,435,Loyal Customers
C045595,3,4,78480.98,5,3,4,534,Loyal Customers
C045596,8,3,25006.13,5,2,2,522,Loyal Customers
C045597,43,4,20671.67,2,3,1,231,Standard
C045598,119,1,20696.64,1,1,1,111,At Risk
C045599,25,5,105508.53,3,3,4,334,Standard
C045600,29,3,63281.44,2,2,3,223,Standard
C045601,26,6,33684.399999999994,3,4,2,342,Standard
C045602,191,2,51287.130000000005,1,1,3,113,At Risk
C045603,11,2,61776.79,4,1,3,413,Loyal Customers
C045604,14,2,25619.24,4,1,2,412,Loyal Customers
C045605,5,4,38062.67,5,3,2,532,Loyal Customers
C045606,59,2,53077.82,1,1,3,113,At Risk
C045607,20,3,5648.05,3,2,1,321,Standard
C045608,9,4,36197.56,5,3,2,532,Loyal Customers
C045609,14,3,24407.3,4,2,2,422,Loyal Customers
C045610,12,3,51082.22,4,2,3,423,Loyal Customers
C045611,2,4,46542.97,5,3,3,533,Loyal Customers
C045612,7,1,8394.13,5,1,1,511,Loyal Customers
C045613,20,4,75808.58,3,3,4,334,Standard
C045615,24,2,11289.279999999999,3,1,1,311,Standard
C045616,17,2,33372.64,4,1,2,412,Loyal Customers
C045617,46,2,51090.979999999996,2,1,3,213,Standard
C045618,19,5,127738.77,3,3,5,335,Standard
C045619,13,3,30293.07,4,2,2,422,Loyal Customers
C045620,21,3,15088.609999999999,3,2,1,321,Standard
C045621,19,5,52650.25,3,3,3,333,Standard
C045622,1,5,36730.93,5,3,2,532,Loyal Customers
C045623,2,4,38215.99,5,3,2,532,Loyal Customers
C045624,58,1,280.17,2,1,1,211,Standard
C045625,7,2,11406.41,5,1,1,511,Loyal Customers
C045626,161,1,43343.06,1,1,2,112,At Risk
C045627,23,3,45455.53,3,2,2,322,Standard
C045628,20,3,48083.78999999999,3,2,3,323,Standard
C045629,31,1,38291.490000000005,2,1,2,212,Standard
C045630,3,4,57879.96000000001,5,3,3,533,Loyal Customers
C045631,8,4,4587.07,5,3,1,531,Loyal Customers
C045632,30,3,32408.03,2,2,2,222,Standard
C045633,29,5,64931.36,2,3,3,233,Standard
C045634,15,3,9243.66,4,2,1,421,Loyal Customers
C045635,20,6,95089.48999999999,3,4,4,344,Standard
C045636,8,2,31389.64,5,1,2,512,Loyal Customers
C045638,114,2,7853.709999999999,1,1,1,111,At Risk
C045639,20,4,76054.73,3,3,4,334,Standard
C045640,11,2,9290.36,4,1,1,411,Loyal Customers
C045641,123,2,49595.34,1,1,3,113,At Risk
C045642,10,4,121702.33,4,3,5,435,Loyal Customers
C045643,65,1,29492.21,1,1,2,112,At Risk
C045644,104,1,843.3,1,1,1,111,At Risk
C045645,20,5,23994.07,3,3,2,332,Standard
C045646,43,3,16900.62,2,2,1,221,Standard
C045647,51,5,38962.19,2,3,2,232,Standard
C045648,8,4,32317.31,5,3,2,532,Loyal Customers
C045649,15,5,38278.38,4,3,2,432,Loyal Customers
C045650,5,3,23797.350000000002,5,2,2,522,Loyal Customers
C045651,33,1,21798.02,2,1,1,211,Standard
C045652,4,3,34290.2,5,2,2,522,Loyal Customers
C045653,29,3,74212.0,2,2,3,223,Standard
C045654,20,3,14155.14,3,2,1,321,Standard
C045655,20,3,43063.95,3,2,2,322,Standard
C045656,20,4,69283.36,3,3,3,333,Standard
C045657,12,2,33102.020000000004,4,1,2,412,Loyal Customers
C045658,24,1,7866.55,3,1,1,311,Standard
C045659,17,4,74836.62,4,3,3,433,Loyal Customers
C045660,8,1,1458.06,5,1,1,511,Loyal Customers
C045661,22,1,13667.570000000002,3,1,1,311,Standard
C045662,8,3,24611.24,5,2,2,522,Loyal Customers
C045663,20,2,15677.069999999998,3,1,1,311,Standard
C045664,7,3,68913.89,5,2,3,523,Loyal Customers
C045665,61,1,13199.62,1,1,1,111,At Risk
C045666,25,3,104834.01999999999,3,2,4,324,Standard
C045667,21,3,57329.07,3,2,3,323,Standard
C045668,39,2,3952.87,2,1,1,211,Standard
C045669,174,1,20017.27,1,1,1,111,At Risk
C045670,8,1,239.73,5,1,1,511,Loyal Customers
C045671,2,5,86386.95,5,3,4,534,Loyal Customers
C045672,1,1,15547.929999999998,5,1,1,511,Loyal Customers
C045673,46,3,32563.03,2,2,2,222,Standard
C045675,6,2,12982.04,5,1,1,511,Loyal Customers
C045676,10,4,76190.64,4,3,4,434,Loyal Customers
C045677,8,4,67506.20999999999,5,3,3,533,Loyal Customers
C045679,5,3,17303.55,5,2,1,521,Loyal Customers
C045680,13,1,78052.93,4,1,4,414,Loyal Customers
C045681,64,1,12420.32,1,1,1,111,At Risk
C045682,19,3,15565.47,3,2,1,321,Standard
C045683,23,2,10592.62,3,1,1,311,Standard
C045684,18,4,59517.079999999994,4,3,3,433,Loyal Customers
C045685,18,1,8778.54,4,1,1,411,Loyal Customers
C045686,12,3,52463.42,4,2,3,423,Loyal Customers
C045687,27,4,40130.649999999994,2,3,2,232,Standard
C045688,174,1,535.4200000000001,1,1,1,111,At Risk
C045689,18,4,15663.559999999998,4,3,1,431,Loyal Customers
C045690,19,2,13233.029999999999,3,1,1,311,Standard
C045691,5,3,28533.3,5,2,2,522,Loyal Customers
C045692,53,3,18898.87,2,2,1,221,Standard
C045693,86,5,94453.09,1,3,4,134,At Risk
C045694,15,3,25529.839999999997,4,2,2,422,Loyal Customers
C045695,20,5,39967.01,3,3,2,332,Standard
C045696,78,2,43326.19,1,1,2,112,At Risk
C045697,25,4,67705.2,3,3,3,333,Standard
C045698,18,4,57768.34,4,3,3,433,Loyal Customers
C045699,40,3,54624.18,2,2,3,223,Standard
C045700,227,1,442.44,1,1,1,111,At Risk
C045701,23,3,34744.1,3,2,2,322,Standard
C045702,29,3,101928.45,2,2,4,224,Standard
C045703,16,3,70035.26,4,2,3,423,Loyal Customers
C045704,108,1,5803.89,1,1,1,111,At Risk
C045705,20,2,22158.61,3,1,2,312,Standard
C045706,24,2,42232.35,3,1,2,312,Standard
C045707,11,4,20757.68,4,3,1,431,Loyal Customers
C045708,46,4,33238.119999999995,2,3,2,232,Standard
C045710,24,4,37816.28,3,3,2,332,Standard
C045711,8,3,111557.51999999999,5,2,4,524,Loyal Customers
C045712,91,2,23770.99,1,1,2,112,At Risk
C045713,4,4,78521.07,5,3,4,534,Loyal Customers
C045714,9,4,59389.869999999995,5,3,3,533,Loyal Customers
C045715,79,4,68027.09,1,3,3,133,At Risk
C045716,20,5,46730.57,3,3,3,333,Standard
C045717,16,3,104056.33,4,2,4,424,Loyal Customers
C045718,4,2,33118.93,5,1,2,512,Loyal Customers
C045719,21,4,50302.880000000005,3,3,3,333,Standard
C045720,51,3,14299.720000000001,2,2,1,221,Standard
C045721,10,3,158668.3,4,2,5,425,Loyal Customers
C045722,13,3,52862.29,4,2,3,423,Loyal Customers
C045723,2,3,714.26,5,2,1,521,Loyal Customers
C045724,12,2,37000.94,4,1,2,412,Loyal Customers
C045725,36,1,8033.57,2,1,1,211,Standard
C045726,89,3,10020.470000000001,1,2,1,121,At Risk
C045727,227,1,176.97,1,1,1,111,At Risk
C045728,12,4,35184.630000000005,4,3,2,432,Loyal Customers
C045729,21,4,113476.77,3,3,4,334,Standard
C045730,8,3,65952.51,5,2,3,523,Loyal Customers
C045731,99,4,18885.07,1,3,1,131,At Risk
C045732,114,1,18663.14,1,1,1,111,At Risk
C045733,19,3,45223.7,3,2,2,322,Standard
C045734,46,2,5481.639999999999,2,1,1,211,Standard
C045735,77,1,163.34,1,1,1,111,At Risk
C045736,157,2,331.04,1,1,1,111,At Risk
C045738,110,1,9191.98,1,1,1,111,At Risk
C045739,20,2,16951.36,3,1,1,311,Standard
C045740,123,1,159.95999999999998,1,1,1,111,At Risk
C045741,20,5,143283.47,3,3,5,335,Standard
C045742,14,3,47353.78,4,2,3,423,Loyal Customers
C045743,14,5,65304.6,4,3,3,433,Loyal Customers
C045744,33,2,15598.26,2,1,1,211,Standard
C045745,5,3,38398.12,5,2,2,522,Loyal Customers
C045746,19,1,240.42,3,1,1,311,Standard
C045747,26,1,6715.25,3,1,1,311,Standard
C045749,13,2,1840.25,4,1,1,411,Loyal Customers
C045750,57,2,21950.38,2,1,1,211,Standard
C045751,20,5,125412.39,3,3,5,335,Standard
C045752,11,3,6886.88,4,2,1,421,Loyal Customers
C045753,8,4,34844.26,5,3,2,532,Loyal Customers
C045754,51,2,99214.89,2,1,4,214,Standard
C045755,29,2,3782.2,2,1,1,211,Standard
C045756,3,2,37301.72,5,1,2,512,Loyal Customers
C045757,11,3,33635.53,4,2,2,422,Loyal Customers
C045758,41,1,63880.09,2,1,3,213,Standard
C045759,2,5,26336.7,5,3,2,532,Loyal Customers
C045761,31,4,112348.31999999999,2,3,4,234,Standard
C045762,13,5,73269.93000000001,4,3,3,433,Loyal Customers
C045763,20,2,55067.71,3,1,3,313,Standard
C045764,49,4,47461.22,2,3,3,233,Standard
C045765,8,3,67054.63,5,2,3,523,Loyal Customers
C045766,9,3,94416.87,5,2,4,524,Loyal Customers
C045767,20,5,79733.52,3,3,4,334,Standard
C045768,25,2,32276.07,3,1,2,312,Standard
C045769,9,4,51023.25,5,3,3,533,Loyal Customers
C045770,25,3,55998.53,3,2,3,323,Standard
C045771,20,1,4054.01,3,1,1,311,Standard
C045772,20,3,32721.35,3,2,2,322,Standard
C045773,7,5,56060.060000000005,5,3,3,533,Loyal Customers
C045774,47,5,30916.87,2,3,2,232,Standard
C045775,16,5,32624.25,4,3,2,432,Loyal Customers
C045776,75,3,33511.12,1,2,2,122,At Risk
C045777,47,4,47836.61,2,3,3,233,Standard
C045778,16,5,118139.7,4,3,5,435,Loyal Customers
C045779,98,2,74140.51,1,1,3,113,At Risk
C045780,20,4,13305.08,3,3,1,331,Standard
C045781,18,1,20256.52,4,1,1,411,Loyal Customers
C045782,20,3,20578.94,3,2,1,321,Standard
C045783,18,2,34099.479999999996,4,1,2,412,Loyal Customers
C045784,119,2,18834.47,1,1,1,111,At Risk
C045785,9,1,9277.98,5,1,1,511,Loyal Customers
C045786,20,3,15101.6,3,2,1,321,Standard
C045787,18,2,47053.74,4,1,3,413,Loyal Customers
C045788,28,3,81477.27,2,2,4,224,Standard
C045789,25,3,50447.95,3,2,3,323,Standard
C045790,15,2,34065.71,4,1,2,412,Loyal Customers
C045791,75,2,77866.78,1,1,4,114,At Risk
C045792,201,1,15473.78,1,1,1,111,At Risk
C045793,15,5,102904.81,4,3,4,434,Loyal Customers
C045794,24,5,87919.12,3,3,4,334,Standard
C045795,13,1,12378.16,4,1,1,411,Loyal Customers
C045796,242,1,16278.06,1,1,1,111,At Risk
C045797,29,5,49207.0,2,3,3,233,Standard
C045798,20,3,4145.620000000001,3,2,1,321,Standard
C045799,25,3,127223.92,3,2,5,325,Standard
C045800,14,4,61900.13,4,3,3,433,Loyal Customers
C045801,8,2,23324.02,5,1,2,512,Loyal Customers
C045802,18,4,34902.67,4,3,2,432,Loyal Customers
C045803,30,3,53750.38,2,2,3,223,Standard
C045804,152,1,38941.7,1,1,2,112,At Risk
C045805,26,2,18055.129999999997,3,1,1,311,Standard
C045806,71,4,43932.97,1,3,2,132,At Risk
C045808,28,5,100102.7,2,3,4,234,Standard
C045809,25,2,30043.66,3,1,2,312,Standard
C045810,11,4,108873.03,4,3,4,434,Loyal Customers
C045811,36,3,61473.35999999999,2,2,3,223,Standard
C045812,20,3,45113.85,3,2,2,322,Standard
C045813,16,4,34847.4,4,3,2,432,Loyal Customers
C045815,14,2,15669.810000000001,4,1,1,411,Loyal Customers
C045817,28,3,32695.3,2,2,2,222,Standard
C045818,11,3,30943.83,4,2,2,422,Loyal Customers
C045819,6,2,19234.82,5,1,1,511,Loyal Customers
C045820,1,4,38353.8,5,3,2,532,Loyal Customers
C045821,51,1,12949.45,2,1,1,211,Standard
C045822,4,5,19106.78,5,3,1,531,Loyal Customers
C045823,8,2,14687.509999999998,5,1,1,511,Loyal Customers
C045824,21,5,13892.470000000001,3,3,1,331,Standard
C045825,12,3,111148.86,4,2,4,424,Loyal Customers
C045826,51,2,14592.49,2,1,1,211,Standard
C045827,78,1,1613.02,1,1,1,111,At Risk
C045828,30,3,22268.829999999998,2,2,2,222,Standard
C045829,14,5,99434.41999999998,4,3,4,434,Loyal Customers
C045831,26,3,36109.85,3,2,2,322,Standard
C045832,19,4,19445.25,3,3,1,331,Standard
C045833,25,3,20049.04,3,2,1,321,Standard
C045834,29,2,53864.340000000004,2,1,3,213,Standard
C045835,108,2,9065.95,1,1,1,111,At Risk
C045836,20,2,23320.17,3,1,2,312,Standard
C045837,59,4,70267.99,1,3,3,133,At Risk
C045838,2,2,12005.83,5,1,1,511,Loyal Customers
C045839,27,2,5757.5,2,1,1,211,Standard
C045840,13,2,69206.98,4,1,3,413,Loyal Customers
C045841,122,2,20790.239999999998,1,1,1,111,At Risk
C045842,20,2,12615.43,3,1,1,311,Standard
